,Assassin,Gunner,Kamikaze,Duelist,Battle Medic,Sweeper,Sniper,Mage,Cannon,Druid,Skirmisher,Hazard,Gladiator,Team Support,Harasser,Wall,Tank,Lead,Healer,Ambulance,Flyer,ENT
783,0.065,0.37,0.11,0.595,0.01,0.015,0.045,0.75,0.215,0.83,0.01,0.02,1.745,0.015,0.025,0.1,0.025,0.045,0.005,0.005,0.0,1.9833860110925787
784,0.005,0.315,0.1,0.615,0.01,0.02,0.05,0.79,0.235,0.85,0.01,0.025,1.735,0.015,0.015,0.09,0.04,0.08,0.0,0.0,0.0,1.9522699606766003
785,0.005,0.21,0.1,0.7,0.01,0.015,0.05,0.935,0.18,0.845,0.0,0.035,1.725,0.015,0.01,0.1,0.025,0.035,0.0,0.005,0.0,1.8812341800395935
786,0.0,0.21,0.06,0.74,0.0,0.005,0.055,0.9,0.12,0.83,0.03,0.015,1.795,0.025,0.0,0.135,0.04,0.035,0.005,0.0,0.0,1.8419436932733557
787,0.01,0.2,0.065,0.715,0.01,0.005,0.05,0.88,0.085,0.845,0.005,0.02,1.845,0.025,0.01,0.1,0.045,0.065,0.01,0.01,0.0,1.8543786245384932
788,0.01,0.22,0.07,0.78,0.005,0.0,0.03,0.865,0.075,0.855,0.0,0.03,1.87,0.02,0.005,0.055,0.03,0.07,0.005,0.005,0.0,1.7869834672174538
789,0.02,0.2,0.055,0.755,0.02,0.005,0.04,0.84,0.085,0.855,0.025,0.035,1.895,0.01,0.02,0.055,0.015,0.06,0.01,0.0,0.0,1.8204689535219298
790,0.01,0.2,0.065,0.755,0.01,0.005,0.03,0.895,0.08,0.88,0.0,0.015,1.875,0.005,0.02,0.075,0.01,0.065,0.005,0.0,0.0,1.766025033271831
791,0.01,0.215,0.105,0.765,0.005,0.0,0.015,0.88,0.09,0.885,0.015,0.01,1.78,0.01,0.02,0.08,0.015,0.085,0.01,0.005,0.0,1.8292420713325797
792,0.005,0.245,0.075,0.825,0.02,0.005,0.025,0.865,0.09,0.87,0.005,0.005,1.725,0.01,0.01,0.08,0.025,0.11,0.005,0.0,0.0,1.8399332459144144
793,0.015,0.31,0.13,0.88,0.0,0.005,0.04,0.775,0.085,0.865,0.005,0.01,1.545,0.01,0.015,0.115,0.035,0.14,0.01,0.01,0.0,1.9563279858085205
794,0.04,0.345,0.125,0.88,0.01,0.025,0.015,0.78,0.145,0.86,0.015,0.005,1.415,0.015,0.015,0.12,0.025,0.16,0.005,0.0,0.0,2.0221888190701622
795,0.05,0.345,0.18,0.885,0.0,0.03,0.03,0.84,0.145,0.835,0.015,0.005,1.295,0.015,0.005,0.1,0.02,0.185,0.005,0.015,0.0,2.0645375226097196
796,0.07,0.39,0.215,0.87,0.025,0.005,0.045,0.785,0.135,0.855,0.005,0.025,1.24,0.015,0.005,0.085,0.02,0.2,0.005,0.005,0.0,2.1017747571705487
797,0.075,0.38,0.2,0.89,0.01,0.01,0.055,0.86,0.16,0.77,0.005,0.035,1.25,0.015,0.0,0.09,0.015,0.18,0.0,0.0,0.0,2.0853617579235606
798,0.05,0.375,0.23,0.9,0.005,0.025,0.06,0.865,0.185,0.785,0.01,0.02,1.145,0.0,0.005,0.115,0.02,0.195,0.0,0.01,0.0,2.1200674591324282
799,0.06,0.38,0.265,0.89,0.005,0.01,0.075,0.925,0.16,0.725,0.01,0.03,1.025,0.015,0.02,0.125,0.05,0.215,0.0,0.01,0.005,2.1969043482970143
800,0.08,0.29,0.22,0.88,0.015,0.015,0.055,1.035,0.22,0.665,0.025,0.015,1.11,0.035,0.025,0.12,0.0,0.185,0.01,0.0,0.0,2.153947033044186
801,0.055,0.25,0.18,0.865,0.005,0.005,0.06,1.115,0.25,0.645,0.02,0.04,1.2,0.005,0.015,0.13,0.01,0.145,0.005,0.0,0.0,2.0825377461450003
802,0.045,0.285,0.2,0.815,0.015,0.0,0.055,1.165,0.23,0.645,0.015,0.035,1.155,0.01,0.03,0.175,0.005,0.115,0.0,0.005,0.0,2.0940858263398194
803,0.025,0.31,0.185,0.83,0.005,0.0,0.055,1.12,0.26,0.65,0.005,0.06,1.08,0.015,0.045,0.23,0.02,0.105,0.0,0.0,0.0,2.1252545795759414
804,0.025,0.315,0.24,0.8,0.0,0.01,0.035,1.17,0.225,0.605,0.01,0.04,1.015,0.025,0.04,0.3,0.025,0.115,0.0,0.005,0.0,2.150592275643712
805,0.025,0.265,0.195,0.83,0.02,0.01,0.035,1.215,0.21,0.62,0.005,0.03,1.03,0.005,0.03,0.335,0.015,0.105,0.005,0.015,0.0,2.11646527442701
806,0.01,0.29,0.195,0.78,0.03,0.015,0.035,1.275,0.225,0.58,0.01,0.015,1.01,0.01,0.055,0.34,0.015,0.1,0.005,0.0,0.005,2.121948250978051
807,0.015,0.325,0.275,0.785,0.0,0.0,0.055,1.18,0.155,0.63,0.025,0.01,0.98,0.015,0.04,0.405,0.025,0.075,0.0,0.005,0.0,2.118730424904608
808,0.015,0.32,0.27,0.755,0.0,0.01,0.05,1.215,0.16,0.65,0.015,0.025,0.985,0.01,0.01,0.395,0.02,0.095,0.0,0.0,0.0,2.1007847793306236
809,0.01,0.31,0.275,0.745,0.015,0.005,0.055,1.185,0.17,0.665,0.01,0.03,0.95,0.005,0.01,0.41,0.035,0.11,0.005,0.0,0.0,2.135146695227268
810,0.015,0.24,0.245,0.775,0.0,0.005,0.035,1.16,0.185,0.685,0.005,0.015,1.055,0.015,0.005,0.44,0.02,0.095,0.0,0.005,0.0,2.069977017368207
811,0.03,0.175,0.175,0.835,0.005,0.0,0.025,1.105,0.125,0.72,0.01,0.01,1.195,0.02,0.02,0.45,0.015,0.085,0.0,0.0,0.0,2.0170781672631555
812,0.02,0.235,0.18,0.765,0.015,0.0,0.005,1.055,0.14,0.775,0.015,0.005,1.185,0.015,0.025,0.405,0.025,0.12,0.01,0.005,0.0,2.0627926839396653
813,0.02,0.265,0.225,0.775,0.015,0.0,0.0,0.955,0.135,0.835,0.005,0.005,1.155,0.015,0.02,0.39,0.025,0.15,0.0,0.005,0.005,2.072635396343781
814,0.02,0.255,0.23,0.795,0.005,0.02,0.01,0.865,0.105,0.905,0.01,0.005,1.145,0.01,0.04,0.435,0.01,0.12,0.005,0.01,0.0,2.084989523529042
815,0.01,0.275,0.215,0.815,0.005,0.005,0.01,0.785,0.1,1.01,0.01,0.02,1.155,0.015,0.025,0.375,0.02,0.145,0.0,0.005,0.0,2.0640698111863593
816,0.0,0.31,0.305,0.86,0.005,0.015,0.02,0.775,0.105,0.99,0.01,0.005,1.005,0.02,0.01,0.36,0.005,0.185,0.01,0.005,0.0,2.0969645702954733
817,0.0,0.355,0.355,0.885,0.03,0.015,0.025,0.745,0.16,0.995,0.01,0.02,0.875,0.0,0.025,0.28,0.02,0.195,0.0,0.01,0.0,2.160277164447312
818,0.005,0.5,0.415,0.735,0.01,0.015,0.01,0.765,0.22,0.965,0.015,0.01,0.815,0.03,0.015,0.235,0.02,0.205,0.01,0.005,0.0,2.199797250306555
819,0.005,0.6,0.485,0.63,0.005,0.035,0.02,0.765,0.235,0.935,0.03,0.015,0.67,0.015,0.005,0.305,0.015,0.225,0.005,0.0,0.0,2.233128267203448
820,0.0,0.685,0.495,0.59,0.02,0.025,0.03,0.8,0.22,0.82,0.035,0.0,0.71,0.015,0.01,0.32,0.02,0.195,0.0,0.01,0.0,2.238597231188843
821,0.0,0.71,0.505,0.515,0.015,0.03,0.015,0.815,0.24,0.835,0.035,0.01,0.695,0.0,0.01,0.36,0.01,0.195,0.005,0.0,0.0,2.2179064547379572
822,0.01,0.765,0.535,0.485,0.0,0.005,0.01,0.79,0.25,0.865,0.025,0.01,0.585,0.025,0.025,0.395,0.005,0.2,0.005,0.005,0.005,2.229131654818398
823,0.01,0.885,0.525,0.285,0.01,0.0,0.02,0.82,0.235,0.84,0.03,0.01,0.635,0.01,0.03,0.5,0.005,0.14,0.0,0.01,0.0,2.1912877695554003
824,0.035,0.935,0.54,0.2,0.015,0.015,0.015,0.735,0.215,0.88,0.02,0.005,0.525,0.025,0.02,0.565,0.045,0.205,0.0,0.005,0.0,2.233443676273877
825,0.03,0.94,0.535,0.205,0.005,0.005,0.02,0.705,0.19,0.895,0.015,0.005,0.565,0.015,0.01,0.665,0.025,0.15,0.005,0.015,0.0,2.184245664290383
826,0.055,0.9,0.545,0.16,0.02,0.005,0.025,0.65,0.19,0.935,0.025,0.02,0.55,0.0,0.02,0.7,0.04,0.155,0.0,0.005,0.0,2.210458839255187
827,0.045,0.905,0.505,0.14,0.01,0.0,0.005,0.715,0.17,0.94,0.03,0.01,0.605,0.0,0.03,0.715,0.025,0.135,0.005,0.005,0.005,2.1623033422233404
828,0.04,0.845,0.49,0.15,0.015,0.0,0.0,0.685,0.115,0.975,0.02,0.015,0.59,0.025,0.045,0.755,0.015,0.205,0.005,0.01,0.0,2.1809677727996766
829,0.045,0.81,0.45,0.185,0.03,0.015,0.005,0.665,0.145,0.985,0.01,0.03,0.655,0.01,0.025,0.745,0.02,0.165,0.005,0.0,0.0,2.1955581660171712
830,0.03,0.835,0.45,0.185,0.01,0.01,0.01,0.705,0.1,0.985,0.03,0.03,0.66,0.025,0.015,0.745,0.025,0.145,0.0,0.005,0.0,2.1724123526785015
831,0.035,0.755,0.43,0.2,0.01,0.005,0.01,0.72,0.08,1.04,0.02,0.015,0.675,0.01,0.045,0.74,0.02,0.175,0.005,0.01,0.0,2.169730067510807
832,0.045,0.765,0.465,0.165,0.005,0.015,0.035,0.695,0.085,1.03,0.01,0.01,0.69,0.025,0.035,0.745,0.02,0.155,0.0,0.005,0.0,2.170901612938371
833,0.04,0.765,0.45,0.205,0.01,0.0,0.045,0.655,0.07,0.97,0.015,0.015,0.79,0.005,0.02,0.74,0.04,0.15,0.005,0.01,0.0,2.1738279381853984
834,0.06,0.82,0.47,0.285,0.005,0.01,0.035,0.565,0.04,0.99,0.015,0.01,0.77,0.025,0.015,0.715,0.025,0.14,0.0,0.005,0.0,2.1683682234903636
835,0.055,0.88,0.465,0.27,0.01,0.015,0.04,0.535,0.045,0.96,0.035,0.01,0.755,0.01,0.02,0.695,0.025,0.165,0.005,0.005,0.0,2.195039666638679
836,0.075,1.0,0.495,0.235,0.01,0.01,0.04,0.475,0.045,0.94,0.02,0.015,0.68,0.01,0.02,0.725,0.04,0.155,0.0,0.01,0.0,2.1853493409857463
837,0.065,0.97,0.445,0.26,0.02,0.02,0.075,0.49,0.095,0.91,0.005,0.0,0.755,0.025,0.035,0.66,0.01,0.155,0.0,0.005,0.0,2.2117340982909375
838,0.04,0.91,0.385,0.25,0.005,0.01,0.09,0.515,0.08,0.94,0.02,0.005,0.835,0.005,0.035,0.665,0.035,0.17,0.005,0.0,0.0,2.196508203392516
839,0.05,1.02,0.39,0.24,0.005,0.01,0.035,0.485,0.045,0.97,0.01,0.01,0.755,0.01,0.055,0.74,0.02,0.14,0.005,0.005,0.0,2.1471185712392935
840,0.07,1.085,0.43,0.21,0.01,0.005,0.015,0.375,0.03,1.025,0.01,0.01,0.715,0.015,0.055,0.755,0.02,0.155,0.005,0.005,0.0,2.1211133250636856
841,0.06,1.11,0.425,0.21,0.025,0.015,0.005,0.43,0.05,0.985,0.0,0.03,0.625,0.0,0.035,0.77,0.035,0.175,0.01,0.005,0.0,2.142653966892278
842,0.03,1.085,0.4,0.265,0.01,0.02,0.0,0.495,0.045,0.97,0.005,0.02,0.65,0.0,0.035,0.78,0.01,0.165,0.0,0.015,0.0,2.1052011082995423
843,0.03,0.965,0.35,0.305,0.005,0.015,0.015,0.53,0.045,0.97,0.015,0.04,0.7,0.005,0.035,0.755,0.015,0.185,0.005,0.015,0.0,2.167304250020868
844,0.025,0.96,0.33,0.335,0.015,0.0,0.005,0.585,0.085,0.96,0.015,0.03,0.765,0.01,0.015,0.705,0.035,0.115,0.0,0.01,0.0,2.1406787302063237
845,0.02,0.89,0.31,0.325,0.01,0.0,0.02,0.645,0.08,0.97,0.005,0.015,0.85,0.01,0.01,0.715,0.0,0.115,0.01,0.0,0.0,2.0901183474458316
846,0.035,0.81,0.22,0.345,0.02,0.015,0.025,0.675,0.055,0.985,0.0,0.03,0.885,0.02,0.03,0.695,0.03,0.12,0.0,0.005,0.0,2.1488768082078122
847,0.04,0.865,0.19,0.315,0.02,0.0,0.005,0.7,0.09,0.985,0.01,0.035,0.92,0.01,0.02,0.715,0.015,0.065,0.0,0.0,0.0,2.082347318904686
848,0.02,0.87,0.2,0.315,0.01,0.01,0.005,0.695,0.055,0.95,0.005,0.015,0.97,0.015,0.05,0.72,0.015,0.07,0.005,0.005,0.0,2.0765081642686285
849,0.0,0.85,0.15,0.3,0.025,0.0,0.015,0.765,0.075,0.865,0.01,0.01,1.01,0.045,0.08,0.725,0.02,0.05,0.0,0.005,0.0,2.084456196859987
850,0.01,0.79,0.1,0.31,0.005,0.0,0.045,0.8,0.075,0.845,0.015,0.01,1.095,0.005,0.055,0.74,0.035,0.045,0.01,0.005,0.005,2.065669733411568
851,0.035,0.885,0.11,0.34,0.01,0.0,0.01,0.745,0.095,0.8,0.01,0.005,1.07,0.02,0.08,0.69,0.045,0.04,0.005,0.005,0.0,2.090709887340365
852,0.035,0.815,0.11,0.37,0.015,0.0,0.015,0.765,0.12,0.76,0.02,0.015,1.18,0.005,0.09,0.615,0.03,0.015,0.0,0.025,0.0,2.096872796641211
853,0.045,0.575,0.14,0.365,0.005,0.0,0.015,0.945,0.14,0.775,0.015,0.015,1.205,0.025,0.115,0.575,0.025,0.005,0.015,0.0,0.0,2.101187642994187
854,0.04,0.45,0.095,0.42,0.02,0.0,0.015,0.98,0.17,0.77,0.015,0.005,1.28,0.04,0.13,0.545,0.005,0.01,0.01,0.0,0.0,2.0807286656236745
855,0.04,0.315,0.09,0.395,0.03,0.005,0.03,1.115,0.185,0.775,0.015,0.015,1.27,0.01,0.15,0.535,0.0,0.02,0.0,0.005,0.0,2.0682192562447383
856,0.03,0.36,0.14,0.3,0.02,0.005,0.025,1.09,0.255,0.76,0.015,0.045,1.195,0.005,0.175,0.54,0.015,0.02,0.005,0.0,0.0,2.127663108481445
857,0.06,0.46,0.145,0.325,0.005,0.0,0.045,1.075,0.235,0.72,0.0,0.035,1.12,0.02,0.2,0.5,0.015,0.03,0.0,0.005,0.005,2.16837899427242
858,0.055,0.435,0.145,0.345,0.01,0.02,0.035,1.035,0.195,0.74,0.015,0.01,1.2,0.03,0.205,0.49,0.015,0.02,0.0,0.0,0.0,2.1549372314008775
859,0.07,0.51,0.145,0.34,0.0,0.0,0.025,1.025,0.195,0.69,0.01,0.02,1.165,0.035,0.22,0.485,0.015,0.04,0.005,0.005,0.0,2.1715515178181803
860,0.09,0.55,0.105,0.395,0.0,0.005,0.01,0.955,0.26,0.66,0.005,0.005,1.18,0.02,0.265,0.415,0.03,0.04,0.005,0.005,0.0,2.175404534855382
861,0.06,0.57,0.145,0.45,0.015,0.01,0.03,0.885,0.275,0.62,0.02,0.015,1.16,0.005,0.32,0.37,0.025,0.025,0.0,0.0,0.0,2.21239809874397
862,0.035,0.545,0.125,0.475,0.02,0.01,0.035,0.89,0.23,0.695,0.015,0.025,1.175,0.01,0.295,0.34,0.035,0.035,0.005,0.005,0.0,2.214291200865015
863,0.025,0.47,0.13,0.49,0.005,0.005,0.065,0.915,0.225,0.77,0.005,0.005,1.205,0.015,0.255,0.33,0.035,0.05,0.0,0.0,0.0,2.1661107965067044
864,0.025,0.4,0.11,0.53,0.005,0.005,0.075,0.97,0.125,0.785,0.02,0.005,1.28,0.03,0.205,0.35,0.005,0.065,0.005,0.005,0.0,2.1310741343881383
865,0.02,0.39,0.135,0.56,0.015,0.0,0.045,1.03,0.105,0.815,0.005,0.02,1.28,0.02,0.185,0.295,0.02,0.06,0.0,0.0,0.0,2.089899231456388
866,0.035,0.385,0.135,0.585,0.005,0.015,0.045,0.995,0.085,0.785,0.02,0.025,1.385,0.02,0.18,0.23,0.01,0.055,0.005,0.0,0.0,2.085187486181875
867,0.03,0.4,0.11,0.575,0.005,0.03,0.02,0.97,0.075,0.815,0.02,0.03,1.36,0.015,0.195,0.245,0.035,0.05,0.01,0.01,0.0,2.106242567130625
868,0.035,0.39,0.055,0.53,0.005,0.03,0.035,1.025,0.07,0.82,0.01,0.015,1.41,0.02,0.17,0.305,0.025,0.045,0.0,0.005,0.0,2.04496848013452
869,0.0,0.3,0.065,0.53,0.01,0.02,0.05,1.155,0.045,0.81,0.015,0.015,1.395,0.015,0.1,0.39,0.015,0.045,0.01,0.015,0.0,1.99481775728799
870,0.005,0.225,0.065,0.5,0.015,0.0,0.03,1.245,0.06,0.84,0.005,0.01,1.445,0.015,0.075,0.415,0.015,0.03,0.005,0.0,0.0,1.900346752221735
871,0.02,0.275,0.105,0.52,0.005,0.01,0.04,1.17,0.065,0.805,0.01,0.0,1.39,0.045,0.12,0.39,0.005,0.025,0.0,0.0,0.0,1.9790539844137653
872,0.0,0.26,0.11,0.575,0.01,0.005,0.02,1.165,0.065,0.855,0.015,0.01,1.36,0.02,0.095,0.38,0.03,0.02,0.0,0.005,0.0,1.9626469561549977
873,0.0,0.26,0.11,0.535,0.01,0.005,0.03,1.165,0.07,0.89,0.015,0.0,1.33,0.02,0.105,0.39,0.03,0.03,0.0,0.005,0.0,1.9734514951795623
874,0.005,0.26,0.105,0.56,0.01,0.0,0.05,1.11,0.06,0.915,0.015,0.01,1.32,0.01,0.085,0.42,0.015,0.05,0.0,0.0,0.0,1.978128476437908
875,0.0,0.31,0.105,0.445,0.005,0.0,0.055,1.225,0.065,0.845,0.02,0.015,1.185,0.015,0.095,0.505,0.015,0.07,0.0,0.02,0.005,2.0380405706020084
876,0.005,0.285,0.105,0.325,0.005,0.0,0.05,1.35,0.06,0.88,0.01,0.01,1.135,0.01,0.09,0.58,0.015,0.07,0.005,0.01,0.0,1.9869127454926423
877,0.01,0.39,0.13,0.29,0.015,0.0,0.065,1.335,0.015,0.805,0.015,0.01,1.105,0.02,0.11,0.575,0.01,0.1,0.0,0.0,0.0,2.0182996473297212
878,0.005,0.45,0.17,0.335,0.025,0.005,0.08,1.225,0.025,0.78,0.02,0.01,1.075,0.01,0.16,0.57,0.0,0.05,0.0,0.005,0.0,2.0682591827710346
879,0.0,0.62,0.225,0.3,0.01,0.015,0.125,1.09,0.015,0.745,0.01,0.02,1.02,0.005,0.195,0.52,0.005,0.06,0.005,0.01,0.005,2.1362934096672395
880,0.005,0.89,0.29,0.335,0.005,0.02,0.165,0.885,0.02,0.6,0.02,0.01,0.875,0.005,0.28,0.43,0.015,0.12,0.005,0.02,0.005,2.246648205062474
881,0.0,0.96,0.34,0.4,0.015,0.02,0.225,0.765,0.005,0.56,0.01,0.005,0.795,0.005,0.275,0.45,0.01,0.13,0.005,0.02,0.005,2.2581875710928716
882,0.025,1.0,0.385,0.48,0.015,0.02,0.255,0.605,0.02,0.535,0.015,0.01,0.755,0.015,0.315,0.4,0.01,0.135,0.0,0.0,0.005,2.3046608001861837
883,0.03,0.835,0.365,0.61,0.01,0.02,0.28,0.505,0.025,0.635,0.015,0.015,0.795,0.02,0.255,0.44,0.01,0.13,0.0,0.005,0.0,2.3225501899795282
884,0.05,0.895,0.27,0.675,0.005,0.02,0.22,0.38,0.03,0.71,0.005,0.015,0.89,0.015,0.185,0.5,0.01,0.12,0.005,0.0,0.0,2.262177167669536
885,0.035,0.865,0.18,0.675,0.005,0.01,0.12,0.395,0.045,0.8,0.01,0.015,0.97,0.015,0.055,0.645,0.04,0.115,0.005,0.0,0.0,2.1847598885345616
886,0.035,0.84,0.13,0.69,0.01,0.0,0.075,0.32,0.05,0.88,0.015,0.005,1.06,0.02,0.02,0.73,0.04,0.075,0.005,0.0,0.0,2.0925845079846037
887,0.04,0.765,0.085,0.61,0.01,0.015,0.03,0.405,0.02,0.925,0.01,0.01,1.195,0.005,0.02,0.81,0.02,0.02,0.005,0.0,0.0,1.9920399594393579
888,0.025,0.665,0.095,0.48,0.01,0.02,0.03,0.545,0.035,0.935,0.005,0.015,1.24,0.02,0.02,0.82,0.03,0.005,0.005,0.0,0.0,2.0054470864198435
889,0.01,0.61,0.075,0.415,0.01,0.0,0.035,0.69,0.01,0.925,0.015,0.015,1.235,0.01,0.025,0.835,0.065,0.01,0.005,0.005,0.0,1.9844934182589709
890,0.0,0.545,0.04,0.39,0.005,0.015,0.015,0.77,0.035,0.925,0.02,0.01,1.3,0.035,0.01,0.825,0.035,0.015,0.005,0.005,0.0,1.9511553934402184
891,0.01,0.405,0.015,0.28,0.0,0.01,0.005,1.125,0.02,0.95,0.0,0.0,1.255,0.005,0.02,0.835,0.035,0.015,0.01,0.005,0.0,1.8337721014226243
892,0.01,0.29,0.03,0.17,0.0,0.0,0.01,1.35,0.025,0.98,0.01,0.01,1.17,0.005,0.02,0.875,0.005,0.035,0.0,0.005,0.0,1.782376765654551
893,0.02,0.205,0.015,0.09,0.01,0.0,0.02,1.52,0.02,0.965,0.0,0.02,1.13,0.0,0.025,0.89,0.01,0.05,0.005,0.005,0.0,1.7430759472731945
894,0.02,0.15,0.01,0.045,0.0,0.0,0.01,1.63,0.03,0.99,0.025,0.02,1.11,0.015,0.005,0.9,0.005,0.025,0.005,0.005,0.0,1.6742085895803858
895,0.01,0.12,0.01,0.045,0.005,0.0,0.005,1.685,0.055,0.98,0.025,0.02,1.07,0.015,0.015,0.895,0.0,0.035,0.0,0.01,0.0,1.6746264757934743
896,0.0,0.125,0.015,0.045,0.01,0.0,0.01,1.72,0.05,0.975,0.01,0.01,1.075,0.01,0.01,0.865,0.02,0.045,0.0,0.005,0.0,1.663926443609294
897,0.005,0.12,0.015,0.07,0.0,0.0,0.005,1.725,0.03,1.0,0.005,0.0,1.09,0.015,0.005,0.835,0.025,0.05,0.0,0.005,0.0,1.6419087258526395
898,0.0,0.125,0.005,0.05,0.01,0.0,0.01,1.705,0.035,0.985,0.025,0.01,1.085,0.02,0.03,0.82,0.005,0.07,0.005,0.005,0.0,1.6919086726706016
899,0.0,0.14,0.035,0.085,0.0,0.0,0.0,1.64,0.04,0.985,0.01,0.025,1.09,0.01,0.025,0.83,0.015,0.05,0.015,0.005,0.0,1.72423803529633
900,0.0,0.17,0.055,0.055,0.005,0.0,0.005,1.645,0.055,0.925,0.015,0.01,1.095,0.01,0.03,0.875,0.005,0.04,0.0,0.005,0.0,1.7185608804980645
901,0.0,0.21,0.055,0.035,0.0,0.0,0.005,1.54,0.05,0.92,0.01,0.015,1.085,0.04,0.005,0.92,0.025,0.065,0.015,0.005,0.0,1.770339235730141
902,0.0,0.24,0.05,0.05,0.01,0.0,0.01,1.43,0.07,0.955,0.02,0.01,1.125,0.025,0.015,0.89,0.01,0.09,0.0,0.0,0.0,1.8027011079254294
903,0.005,0.28,0.03,0.05,0.005,0.0,0.015,1.32,0.06,0.955,0.01,0.025,1.12,0.03,0.01,0.935,0.005,0.135,0.005,0.005,0.0,1.8392257144554345
904,0.01,0.32,0.02,0.06,0.005,0.0,0.015,1.235,0.05,0.97,0.0,0.005,1.175,0.04,0.01,0.99,0.005,0.085,0.005,0.0,0.0,1.7994653987978129
905,0.015,0.38,0.04,0.085,0.0,0.005,0.015,1.115,0.025,0.95,0.01,0.015,1.21,0.015,0.0,0.965,0.035,0.105,0.005,0.01,0.0,1.8655039030193155
906,0.01,0.465,0.075,0.13,0.0,0.01,0.01,0.915,0.02,0.94,0.015,0.015,1.235,0.025,0.005,1.005,0.02,0.095,0.005,0.005,0.0,1.9104895605941379
907,0.0,0.565,0.065,0.19,0.0,0.02,0.005,0.76,0.04,0.945,0.015,0.01,1.26,0.04,0.005,0.99,0.03,0.06,0.0,0.0,0.0,1.9231070026544315
908,0.005,0.66,0.065,0.265,0.01,0.015,0.0,0.57,0.015,0.93,0.015,0.005,1.31,0.01,0.035,1.01,0.015,0.065,0.0,0.0,0.0,1.9134421239707513
909,0.0,0.715,0.05,0.35,0.015,0.015,0.015,0.49,0.045,0.905,0.01,0.0,1.38,0.005,0.005,0.955,0.0,0.045,0.0,0.0,0.0,1.8821544923667202
910,0.005,0.77,0.035,0.405,0.0,0.01,0.01,0.46,0.01,0.905,0.015,0.005,1.425,0.0,0.0,0.87,0.015,0.06,0.0,0.0,0.0,1.8563558388382397
911,0.015,0.69,0.04,0.42,0.015,0.0,0.02,0.575,0.05,0.865,0.0,0.015,1.315,0.01,0.005,0.865,0.03,0.065,0.005,0.0,0.0,1.9608477982774872
912,0.025,0.71,0.035,0.415,0.01,0.005,0.015,0.505,0.045,0.85,0.005,0.02,1.405,0.01,0.015,0.85,0.02,0.06,0.0,0.0,0.0,1.9488706845325547
913,0.015,0.685,0.045,0.365,0.005,0.01,0.015,0.545,0.035,0.875,0.01,0.02,1.395,0.01,0.01,0.875,0.015,0.065,0.0,0.005,0.0,1.9426556564020991
914,0.02,0.715,0.03,0.435,0.005,0.01,0.005,0.465,0.03,0.92,0.01,0.01,1.465,0.005,0.01,0.77,0.035,0.045,0.01,0.005,0.0,1.9210991279347875
915,0.02,0.62,0.05,0.48,0.01,0.02,0.01,0.565,0.025,0.93,0.005,0.02,1.355,0.02,0.035,0.77,0.025,0.04,0.0,0.0,0.0,1.9774839004796876
916,0.045,0.65,0.08,0.455,0.005,0.015,0.015,0.47,0.06,0.98,0.01,0.01,1.395,0.005,0.015,0.73,0.015,0.035,0.0,0.01,0.0,1.9792738265496561
917,0.065,0.575,0.065,0.405,0.015,0.015,0.015,0.66,0.04,0.945,0.015,0.0,1.305,0.02,0.01,0.79,0.03,0.02,0.01,0.0,0.0,1.9975667580167162
918,0.09,0.56,0.06,0.49,0.01,0.015,0.0,0.785,0.045,0.96,0.02,0.0,1.155,0.01,0.015,0.73,0.025,0.025,0.0,0.0,0.005,2.009257420059719
919,0.105,0.51,0.07,0.505,0.005,0.015,0.005,0.945,0.045,0.93,0.01,0.015,1.09,0.01,0.005,0.705,0.01,0.015,0.005,0.0,0.0,2.0009035557536996
920,0.125,0.465,0.065,0.46,0.02,0.015,0.01,1.06,0.045,0.91,0.005,0.005,1.04,0.015,0.01,0.71,0.015,0.015,0.01,0.0,0.0,2.0170794405380894
921,0.125,0.4,0.055,0.44,0.01,0.005,0.03,1.175,0.05,0.915,0.015,0.005,0.955,0.015,0.015,0.765,0.01,0.01,0.0,0.005,0.0,1.9993361749611702
922,0.11,0.36,0.055,0.44,0.0,0.0,0.03,1.195,0.02,0.98,0.02,0.035,0.89,0.03,0.0,0.805,0.02,0.01,0.0,0.0,0.0,1.9744567485602496
923,0.075,0.345,0.095,0.395,0.02,0.0,0.015,1.26,0.03,0.95,0.015,0.035,0.935,0.01,0.005,0.76,0.02,0.025,0.0,0.01,0.0,1.9887788671513904
924,0.06,0.295,0.06,0.38,0.015,0.005,0.025,1.4,0.03,0.905,0.015,0.035,0.89,0.01,0.03,0.74,0.04,0.055,0.0,0.01,0.0,2.0022468192946783
925,0.035,0.26,0.07,0.31,0.01,0.0,0.01,1.425,0.045,0.945,0.02,0.03,0.95,0.015,0.01,0.755,0.025,0.07,0.015,0.0,0.0,1.9478313643446967
926,0.035,0.295,0.085,0.335,0.01,0.005,0.015,1.345,0.025,1.0,0.01,0.025,0.91,0.03,0.015,0.76,0.015,0.085,0.0,0.0,0.0,1.9606106136521322
927,0.05,0.285,0.06,0.36,0.01,0.01,0.03,1.355,0.025,1.01,0.01,0.035,0.855,0.025,0.025,0.775,0.025,0.055,0.0,0.0,0.0,1.9780406116095555
928,0.05,0.325,0.07,0.355,0.0,0.0,0.025,1.3,0.05,1.025,0.01,0.025,0.825,0.025,0.01,0.775,0.05,0.07,0.0,0.01,0.0,2.0012920592765777
