,Assassin,Gunner,Kamikaze,Duelist,Battle Medic,Sweeper,Sniper,Mage,Cannon,Druid,Skirmisher,Hazard,Gladiator,Team Support,Harasser,Wall,Tank,Lead,Healer,Ambulance,Flyer,ENT
491,0.15,1.07,0.41,0.445,0.005,0.02,0.28,0.27,0.16,0.805,0.0,0.0,1.09,0.005,0.015,0.22,0.035,0.015,0.0,0.005,0.0,2.1606439004877376
492,0.145,1.105,0.305,0.395,0.01,0.025,0.27,0.305,0.14,0.81,0.0,0.005,1.21,0.01,0.03,0.205,0.02,0.01,0.0,0.0,0.0,2.128418088625872
493,0.145,1.16,0.32,0.37,0.025,0.015,0.285,0.26,0.09,0.82,0.005,0.005,1.25,0.01,0.015,0.175,0.02,0.015,0.015,0.0,0.0,2.1045034935662366
494,0.15,1.12,0.295,0.38,0.005,0.025,0.265,0.34,0.1,0.78,0.01,0.005,1.205,0.01,0.005,0.22,0.06,0.015,0.005,0.005,0.0,2.146481121080778
495,0.165,1.075,0.27,0.44,0.02,0.03,0.29,0.395,0.065,0.725,0.01,0.01,1.195,0.01,0.015,0.255,0.015,0.01,0.0,0.005,0.0,2.154779284346265
496,0.19,1.085,0.155,0.48,0.01,0.025,0.175,0.425,0.08,0.74,0.025,0.0,1.21,0.01,0.03,0.295,0.025,0.035,0.0,0.005,0.0,2.1512631502597084
497,0.24,1.115,0.145,0.58,0.005,0.0,0.155,0.345,0.085,0.7,0.005,0.01,1.23,0.015,0.02,0.27,0.025,0.05,0.005,0.0,0.0,2.11745172049695
498,0.34,1.13,0.15,0.735,0.025,0.005,0.1,0.24,0.065,0.61,0.015,0.02,1.165,0.0,0.005,0.245,0.065,0.085,0.0,0.0,0.0,2.135802803732332
499,0.45,1.105,0.11,0.915,0.01,0.005,0.05,0.21,0.045,0.47,0.01,0.02,1.21,0.0,0.0,0.28,0.045,0.065,0.0,0.0,0.0,2.046407092625047
500,0.58,0.92,0.105,1.055,0.01,0.03,0.055,0.29,0.07,0.285,0.01,0.025,1.02,0.0,0.01,0.42,0.045,0.07,0.0,0.0,0.0,2.137566789445849
501,0.61,0.805,0.115,1.03,0.0,0.015,0.05,0.375,0.08,0.26,0.005,0.035,1.045,0.01,0.01,0.505,0.02,0.025,0.0,0.005,0.0,2.121279004158029
502,0.525,0.74,0.12,0.88,0.0,0.01,0.035,0.545,0.065,0.31,0.0,0.01,1.065,0.02,0.005,0.605,0.02,0.045,0.0,0.0,0.0,2.123134734796745
503,0.4,0.605,0.115,0.62,0.015,0.005,0.055,0.775,0.085,0.395,0.015,0.015,1.1,0.025,0.01,0.69,0.015,0.055,0.005,0.0,0.0,2.190059714635207
504,0.275,0.57,0.14,0.475,0.005,0.005,0.06,0.995,0.07,0.52,0.02,0.02,1.08,0.005,0.01,0.63,0.04,0.07,0.01,0.0,0.0,2.1804783687525586
505,0.2,0.585,0.08,0.47,0.005,0.0,0.03,1.09,0.06,0.575,0.01,0.02,1.13,0.0,0.01,0.665,0.03,0.035,0.005,0.0,0.0,2.0633910283799017
506,0.11,0.39,0.08,0.365,0.005,0.005,0.03,1.325,0.035,0.69,0.01,0.005,1.095,0.005,0.03,0.725,0.03,0.065,0.0,0.0,0.0,2.001337906350345
507,0.11,0.415,0.105,0.43,0.0,0.0,0.02,1.245,0.02,0.71,0.015,0.01,1.095,0.015,0.02,0.71,0.015,0.065,0.0,0.0,0.0,2.003218692543288
508,0.065,0.365,0.115,0.46,0.005,0.005,0.025,1.19,0.055,0.755,0.01,0.005,1.125,0.015,0.035,0.69,0.005,0.065,0.0,0.005,0.005,2.0284213258554056
509,0.07,0.355,0.15,0.54,0.005,0.005,0.015,1.1,0.045,0.735,0.015,0.005,1.2,0.02,0.025,0.635,0.03,0.05,0.0,0.0,0.0,2.0359598894020037
510,0.05,0.35,0.115,0.595,0.01,0.01,0.02,1.065,0.05,0.76,0.005,0.005,1.22,0.01,0.025,0.635,0.025,0.045,0.0,0.005,0.0,2.0157975092674287
511,0.04,0.355,0.165,0.6,0.005,0.005,0.015,1.015,0.05,0.82,0.005,0.015,1.21,0.0,0.015,0.635,0.01,0.04,0.0,0.0,0.0,1.989156930875204
512,0.045,0.425,0.14,0.58,0.0,0.01,0.005,0.94,0.07,0.795,0.01,0.03,1.22,0.005,0.025,0.625,0.015,0.045,0.005,0.01,0.0,2.0474073010942724
513,0.08,0.475,0.145,0.68,0.005,0.01,0.005,0.845,0.065,0.75,0.03,0.02,1.225,0.025,0.015,0.555,0.01,0.05,0.005,0.005,0.0,2.0891070783417707
514,0.06,0.52,0.16,0.66,0.01,0.005,0.02,0.815,0.04,0.77,0.005,0.01,1.225,0.015,0.02,0.545,0.035,0.065,0.01,0.01,0.0,2.090816564530082
515,0.055,0.54,0.15,0.845,0.01,0.005,0.03,0.665,0.065,0.72,0.005,0.015,1.275,0.01,0.015,0.505,0.055,0.03,0.0,0.005,0.0,2.0709139630385054
516,0.025,0.58,0.165,0.9,0.01,0.01,0.0,0.655,0.035,0.735,0.02,0.01,1.25,0.005,0.015,0.46,0.055,0.065,0.0,0.005,0.0,2.0432179683280856
517,0.025,0.55,0.205,1.0,0.005,0.005,0.0,0.595,0.03,0.73,0.015,0.015,1.235,0.005,0.02,0.435,0.035,0.09,0.0,0.0,0.005,2.0365246625411944
518,0.04,0.535,0.25,1.085,0.02,0.005,0.005,0.545,0.015,0.675,0.0,0.02,1.265,0.005,0.01,0.4,0.03,0.09,0.005,0.0,0.0,2.025459765123867
519,0.015,0.545,0.235,1.135,0.015,0.015,0.015,0.52,0.035,0.665,0.005,0.01,1.26,0.025,0.02,0.375,0.02,0.08,0.0,0.005,0.005,2.0416269655627213
520,0.02,0.555,0.245,1.295,0.015,0.02,0.035,0.45,0.025,0.61,0.005,0.02,1.195,0.015,0.02,0.365,0.0,0.105,0.005,0.0,0.0,2.027552082838546
521,0.0,0.535,0.26,1.3,0.0,0.015,0.015,0.47,0.015,0.645,0.01,0.0,1.225,0.01,0.035,0.34,0.005,0.12,0.0,0.0,0.0,1.965245638740982
522,0.01,0.57,0.24,1.33,0.005,0.03,0.015,0.45,0.0,0.62,0.015,0.02,1.205,0.015,0.01,0.335,0.005,0.12,0.0,0.0,0.005,1.9853236127620117
523,0.01,0.62,0.19,1.23,0.01,0.02,0.025,0.385,0.045,0.645,0.015,0.005,1.285,0.005,0.015,0.325,0.025,0.145,0.0,0.0,0.0,2.0102335696427693
524,0.02,0.655,0.205,1.11,0.005,0.03,0.02,0.37,0.035,0.71,0.0,0.01,1.33,0.01,0.01,0.345,0.035,0.095,0.005,0.0,0.0,2.0086750926240096
525,0.01,0.555,0.26,0.945,0.01,0.04,0.02,0.48,0.045,0.785,0.005,0.005,1.265,0.015,0.005,0.41,0.025,0.12,0.0,0.0,0.0,2.063191392626924
526,0.025,0.55,0.295,0.89,0.015,0.04,0.03,0.485,0.045,0.785,0.005,0.005,1.31,0.01,0.035,0.36,0.025,0.09,0.0,0.0,0.0,2.0897807973116502
527,0.01,0.525,0.265,0.95,0.01,0.02,0.05,0.485,0.03,0.785,0.005,0.005,1.285,0.01,0.015,0.42,0.045,0.07,0.0,0.015,0.0,2.069056709995624
528,0.025,0.565,0.25,1.005,0.005,0.01,0.03,0.455,0.055,0.76,0.015,0.005,1.305,0.01,0.025,0.425,0.005,0.05,0.0,0.0,0.0,2.0255957208431177
529,0.025,0.59,0.27,1.09,0.015,0.02,0.02,0.46,0.07,0.655,0.01,0.005,1.165,0.005,0.01,0.46,0.025,0.095,0.0,0.01,0.0,2.0873069267140743
530,0.005,0.595,0.285,1.125,0.015,0.005,0.035,0.425,0.07,0.695,0.01,0.01,1.145,0.005,0.005,0.435,0.03,0.105,0.0,0.0,0.0,2.0622673646417837
531,0.015,0.64,0.265,1.18,0.01,0.005,0.035,0.38,0.035,0.63,0.0,0.025,1.155,0.01,0.0,0.455,0.04,0.11,0.005,0.005,0.0,2.054614843890394
532,0.025,0.65,0.29,1.26,0.01,0.005,0.025,0.345,0.04,0.62,0.015,0.02,1.12,0.01,0.01,0.46,0.02,0.07,0.0,0.005,0.0,2.039750659191348
533,0.05,0.71,0.255,1.27,0.01,0.005,0.015,0.345,0.035,0.58,0.0,0.015,1.1,0.015,0.01,0.485,0.025,0.06,0.005,0.01,0.0,2.0345473045988856
534,0.04,0.74,0.215,1.34,0.02,0.01,0.005,0.325,0.06,0.52,0.0,0.035,1.04,0.005,0.025,0.565,0.025,0.03,0.0,0.0,0.0,2.0154449856474366
535,0.025,0.735,0.23,1.48,0.02,0.005,0.005,0.305,0.035,0.47,0.005,0.02,0.995,0.005,0.015,0.59,0.015,0.04,0.005,0.0,0.0,1.9635702033922047
536,0.035,0.775,0.21,1.57,0.005,0.02,0.01,0.27,0.025,0.395,0.01,0.01,0.965,0.015,0.015,0.635,0.025,0.005,0.005,0.0,0.0,1.9262188945907357
537,0.04,0.805,0.18,1.605,0.005,0.04,0.0,0.2,0.025,0.375,0.02,0.015,0.875,0.0,0.025,0.745,0.02,0.025,0.0,0.0,0.0,1.915418737099862
538,0.04,0.785,0.235,1.385,0.005,0.055,0.0,0.26,0.01,0.485,0.005,0.01,0.96,0.02,0.005,0.695,0.03,0.015,0.0,0.0,0.0,1.9651957344503124
539,0.045,0.755,0.26,1.365,0.02,0.005,0.015,0.26,0.05,0.5,0.005,0.035,0.945,0.01,0.005,0.695,0.015,0.015,0.0,0.0,0.0,1.9974905700819077
540,0.055,0.7,0.345,1.225,0.025,0.02,0.005,0.345,0.04,0.55,0.0,0.02,0.88,0.005,0.01,0.745,0.0,0.025,0.005,0.0,0.0,2.03958094894056
541,0.075,0.63,0.48,1.0,0.015,0.02,0.02,0.46,0.045,0.54,0.01,0.03,0.805,0.005,0.02,0.795,0.025,0.02,0.005,0.0,0.0,2.1487499048871483
542,0.05,0.515,0.575,0.77,0.015,0.02,0.0,0.555,0.075,0.605,0.02,0.01,0.865,0.005,0.03,0.83,0.025,0.03,0.0,0.005,0.0,2.156894977327371
543,0.055,0.385,0.695,0.57,0.0,0.005,0.0,0.685,0.1,0.725,0.025,0.02,0.895,0.015,0.02,0.73,0.035,0.01,0.01,0.015,0.005,2.1672366847522895
544,0.035,0.36,0.71,0.585,0.01,0.015,0.015,0.775,0.11,0.765,0.01,0.025,0.81,0.0,0.015,0.71,0.005,0.03,0.0,0.015,0.0,2.1432495946986476
545,0.01,0.325,0.735,0.63,0.015,0.03,0.025,0.89,0.105,0.725,0.0,0.0,0.72,0.02,0.01,0.72,0.005,0.01,0.005,0.02,0.0,2.116887108617644
546,0.02,0.32,0.7,0.63,0.015,0.04,0.0,0.975,0.105,0.695,0.015,0.02,0.665,0.02,0.01,0.7,0.04,0.02,0.005,0.005,0.0,2.1566474246319207
547,0.01,0.35,0.66,0.7,0.005,0.07,0.01,0.96,0.13,0.675,0.01,0.03,0.63,0.025,0.02,0.655,0.02,0.02,0.005,0.015,0.0,2.189781931694706
548,0.025,0.355,0.615,0.76,0.01,0.08,0.02,0.88,0.135,0.68,0.02,0.03,0.585,0.045,0.015,0.695,0.025,0.01,0.005,0.01,0.0,2.229869971257429
549,0.02,0.44,0.55,0.87,0.005,0.085,0.025,0.845,0.13,0.61,0.03,0.01,0.585,0.025,0.0,0.725,0.015,0.02,0.0,0.01,0.0,2.1902981304513576
550,0.03,0.47,0.51,0.855,0.005,0.12,0.025,0.78,0.13,0.615,0.01,0.02,0.615,0.01,0.025,0.73,0.03,0.02,0.0,0.0,0.0,2.2180901807266613
551,0.035,0.465,0.545,0.875,0.01,0.115,0.045,0.72,0.12,0.575,0.015,0.005,0.61,0.01,0.03,0.76,0.03,0.03,0.005,0.0,0.0,2.2398821978240004
552,0.025,0.57,0.425,0.995,0.015,0.135,0.05,0.65,0.165,0.485,0.005,0.015,0.61,0.0,0.01,0.775,0.035,0.035,0.0,0.0,0.0,2.221821639306795
553,0.01,0.59,0.455,0.995,0.0,0.095,0.05,0.595,0.14,0.485,0.015,0.03,0.575,0.01,0.02,0.855,0.015,0.065,0.0,0.0,0.0,2.2123280383830486
554,0.015,0.595,0.4,1.015,0.02,0.09,0.03,0.575,0.17,0.515,0.01,0.03,0.555,0.025,0.0,0.845,0.03,0.08,0.0,0.0,0.0,2.2303310853505813
555,0.025,0.63,0.4,1.035,0.01,0.075,0.05,0.495,0.11,0.485,0.0,0.04,0.55,0.015,0.01,0.935,0.04,0.085,0.005,0.0,0.005,2.222814011472679
556,0.025,0.645,0.355,1.155,0.01,0.015,0.025,0.43,0.14,0.43,0.02,0.055,0.485,0.005,0.02,1.03,0.025,0.12,0.01,0.0,0.0,2.176301310400176
557,0.025,0.65,0.35,1.135,0.005,0.025,0.02,0.415,0.1,0.405,0.01,0.065,0.505,0.0,0.01,1.115,0.025,0.125,0.01,0.0,0.005,2.143900338344884
558,0.045,0.635,0.325,1.225,0.015,0.0,0.005,0.395,0.08,0.355,0.0,0.045,0.46,0.0,0.005,1.21,0.035,0.16,0.0,0.0,0.005,2.069503735695092
559,0.06,0.575,0.385,1.05,0.025,0.015,0.005,0.47,0.06,0.37,0.015,0.08,0.52,0.01,0.03,1.13,0.03,0.16,0.005,0.005,0.0,2.1986653961838574
560,0.025,0.575,0.455,0.95,0.03,0.03,0.005,0.495,0.07,0.42,0.01,0.055,0.605,0.01,0.03,0.995,0.01,0.225,0.005,0.0,0.0,2.2148202972666002
561,0.015,0.55,0.49,0.775,0.035,0.01,0.005,0.555,0.07,0.465,0.005,0.08,0.7,0.005,0.01,0.96,0.02,0.25,0.0,0.0,0.0,2.2119417303912456
562,0.01,0.485,0.52,0.675,0.015,0.01,0.01,0.64,0.1,0.505,0.01,0.075,0.725,0.01,0.02,0.82,0.05,0.31,0.0,0.01,0.0,2.2769856709030356
563,0.005,0.425,0.555,0.66,0.005,0.01,0.02,0.67,0.095,0.55,0.005,0.085,0.805,0.02,0.005,0.745,0.02,0.32,0.0,0.0,0.0,2.237485428791735
564,0.0,0.415,0.525,0.61,0.01,0.02,0.025,0.68,0.135,0.58,0.005,0.1,0.79,0.03,0.005,0.715,0.025,0.33,0.0,0.0,0.0,2.2779249187649038
565,0.005,0.335,0.635,0.475,0.0,0.01,0.015,0.815,0.14,0.655,0.01,0.085,0.83,0.03,0.02,0.645,0.02,0.255,0.01,0.01,0.0,2.261101517282342
566,0.005,0.35,0.645,0.43,0.01,0.02,0.025,0.835,0.17,0.64,0.005,0.085,0.845,0.01,0.02,0.595,0.045,0.265,0.0,0.0,0.0,2.2687660149670816
567,0.015,0.32,0.685,0.365,0.01,0.015,0.035,0.93,0.17,0.72,0.0,0.07,0.875,0.015,0.03,0.51,0.02,0.215,0.0,0.0,0.0,2.2313534910748682
568,0.01,0.35,0.69,0.36,0.02,0.02,0.035,0.92,0.13,0.705,0.01,0.06,0.935,0.015,0.02,0.47,0.03,0.22,0.0,0.0,0.0,2.231759678630413
569,0.01,0.315,0.72,0.32,0.01,0.035,0.04,0.985,0.115,0.705,0.015,0.05,0.92,0.03,0.03,0.435,0.02,0.225,0.01,0.005,0.005,2.2470677495804185
570,0.015,0.355,0.695,0.335,0.015,0.015,0.075,0.9,0.09,0.675,0.01,0.05,0.915,0.015,0.06,0.415,0.035,0.315,0.015,0.0,0.0,2.2824581479580637
571,0.005,0.42,0.61,0.48,0.015,0.02,0.08,0.77,0.11,0.595,0.01,0.065,0.93,0.005,0.045,0.44,0.005,0.38,0.005,0.01,0.0,2.2946647033369905
572,0.0,0.465,0.515,0.66,0.0,0.005,0.09,0.65,0.08,0.57,0.005,0.055,1.035,0.01,0.06,0.37,0.0,0.41,0.005,0.01,0.005,2.2525294717764788
573,0.0,0.54,0.425,0.87,0.005,0.005,0.1,0.51,0.1,0.465,0.02,0.065,1.06,0.025,0.035,0.39,0.01,0.36,0.005,0.01,0.0,2.2670056491266206
574,0.005,0.6,0.395,0.995,0.02,0.015,0.075,0.455,0.12,0.375,0.01,0.085,1.155,0.03,0.015,0.385,0.035,0.19,0.01,0.03,0.0,2.2554120267254034
575,0.015,0.595,0.41,0.975,0.015,0.04,0.085,0.535,0.05,0.365,0.0,0.09,1.185,0.015,0.01,0.385,0.045,0.16,0.005,0.02,0.0,2.2185039414395544
576,0.01,0.57,0.425,0.98,0.015,0.06,0.075,0.53,0.025,0.375,0.005,0.1,1.21,0.015,0.02,0.425,0.04,0.12,0.0,0.0,0.0,2.1867749491849726
577,0.025,0.635,0.315,1.065,0.015,0.025,0.085,0.48,0.045,0.29,0.0,0.155,1.245,0.02,0.01,0.46,0.025,0.1,0.0,0.005,0.0,2.1573605844290773
578,0.015,0.69,0.34,1.0,0.01,0.025,0.04,0.525,0.025,0.295,0.005,0.145,1.175,0.01,0.005,0.545,0.02,0.13,0.0,0.0,0.0,2.1308986086763593
579,0.015,0.615,0.38,0.9,0.01,0.025,0.055,0.69,0.02,0.37,0.005,0.15,1.115,0.01,0.0,0.53,0.02,0.085,0.005,0.0,0.0,2.1516195954500663
580,0.035,0.55,0.47,0.79,0.025,0.04,0.035,0.795,0.05,0.375,0.015,0.13,1.16,0.0,0.005,0.43,0.025,0.06,0.0,0.01,0.0,2.1850483741330717
581,0.03,0.58,0.455,0.77,0.01,0.035,0.06,0.795,0.045,0.395,0.0,0.105,1.19,0.005,0.015,0.425,0.02,0.065,0.0,0.0,0.0,2.1575195249526344
582,0.02,0.525,0.46,0.7,0.015,0.03,0.05,0.84,0.055,0.42,0.005,0.135,1.155,0.015,0.01,0.48,0.03,0.055,0.0,0.0,0.0,2.1830730753257845
583,0.01,0.5,0.415,0.71,0.01,0.03,0.055,0.97,0.045,0.425,0.01,0.11,1.24,0.015,0.02,0.365,0.03,0.03,0.0,0.01,0.0,2.135830674472362
584,0.005,0.465,0.42,0.79,0.01,0.015,0.055,1.02,0.04,0.47,0.0,0.075,1.24,0.01,0.02,0.28,0.045,0.04,0.0,0.0,0.0,2.0777713978771586
585,0.0,0.495,0.41,0.88,0.01,0.015,0.08,0.965,0.065,0.45,0.005,0.055,1.24,0.005,0.01,0.25,0.02,0.04,0.005,0.0,0.0,2.0655369517379585
586,0.005,0.48,0.475,0.87,0.005,0.01,0.115,0.925,0.025,0.48,0.015,0.035,1.235,0.03,0.0,0.23,0.02,0.04,0.0,0.005,0.0,2.067005923037495
587,0.005,0.525,0.49,0.91,0.0,0.0,0.105,0.89,0.04,0.44,0.01,0.02,1.235,0.02,0.005,0.22,0.025,0.055,0.0,0.005,0.0,2.051475847253655
588,0.02,0.555,0.43,1.0,0.01,0.025,0.125,0.765,0.04,0.4,0.005,0.035,1.25,0.0,0.01,0.235,0.025,0.065,0.0,0.005,0.0,2.0922335004195802
589,0.015,0.59,0.36,1.15,0.01,0.035,0.13,0.61,0.07,0.345,0.005,0.05,1.26,0.02,0.02,0.27,0.01,0.05,0.0,0.0,0.0,2.100581940848037
590,0.02,0.615,0.35,1.21,0.0,0.04,0.095,0.585,0.055,0.34,0.005,0.055,1.26,0.015,0.035,0.265,0.01,0.045,0.0,0.0,0.0,2.0732392609533212
591,0.015,0.6,0.335,1.195,0.015,0.015,0.105,0.62,0.075,0.31,0.02,0.06,1.215,0.01,0.02,0.295,0.02,0.065,0.005,0.005,0.0,2.118052906561702
592,0.01,0.54,0.36,1.165,0.005,0.0,0.115,0.74,0.06,0.33,0.01,0.065,1.175,0.025,0.01,0.33,0.015,0.04,0.005,0.0,0.0,2.0810317176585027
593,0.005,0.54,0.31,1.275,0.005,0.005,0.09,0.715,0.055,0.325,0.0,0.055,1.23,0.01,0.01,0.345,0.005,0.02,0.0,0.0,0.0,1.992595555427158
594,0.01,0.525,0.31,1.37,0.01,0.005,0.06,0.705,0.04,0.285,0.01,0.06,1.26,0.015,0.0,0.305,0.01,0.02,0.0,0.0,0.0,1.9621420229318147
595,0.005,0.475,0.34,1.27,0.02,0.02,0.045,0.78,0.05,0.325,0.0,0.09,1.26,0.005,0.01,0.285,0.015,0.0,0.0,0.005,0.0,1.9881447346276295
596,0.0,0.45,0.305,1.26,0.015,0.005,0.03,0.94,0.035,0.31,0.015,0.07,1.225,0.015,0.015,0.285,0.01,0.015,0.0,0.0,0.0,1.9608131589855988
597,0.02,0.515,0.245,1.235,0.01,0.005,0.02,0.855,0.065,0.325,0.01,0.035,1.32,0.03,0.02,0.28,0.005,0.005,0.0,0.0,0.0,1.9537057902615527
598,0.015,0.505,0.29,1.275,0.0,0.0,0.01,0.925,0.045,0.33,0.02,0.025,1.26,0.02,0.04,0.215,0.02,0.005,0.0,0.0,0.0,1.9298940258609454
599,0.03,0.505,0.305,1.245,0.005,0.005,0.005,0.97,0.045,0.315,0.015,0.015,1.28,0.03,0.03,0.18,0.01,0.005,0.0,0.005,0.0,1.9254602919194865
600,0.01,0.5,0.315,1.1,0.0,0.015,0.015,1.095,0.055,0.345,0.015,0.0,1.245,0.025,0.035,0.18,0.015,0.035,0.0,0.0,0.0,1.948173780297121
601,0.005,0.535,0.32,1.16,0.01,0.0,0.025,1.085,0.08,0.325,0.005,0.0,1.235,0.02,0.005,0.16,0.005,0.025,0.0,0.0,0.0,1.900068369349136
602,0.015,0.51,0.26,1.165,0.005,0.02,0.045,1.085,0.085,0.27,0.015,0.01,1.26,0.015,0.005,0.14,0.035,0.055,0.005,0.0,0.0,1.9661338489168012
603,0.01,0.49,0.275,1.155,0.0,0.035,0.045,1.11,0.075,0.265,0.025,0.015,1.17,0.02,0.02,0.2,0.02,0.065,0.0,0.005,0.0,2.0101801403762534
604,0.015,0.535,0.255,1.13,0.005,0.005,0.04,1.12,0.095,0.285,0.01,0.015,1.155,0.005,0.02,0.225,0.015,0.065,0.0,0.005,0.0,1.9882944385497259
605,0.005,0.49,0.22,1.185,0.015,0.005,0.02,1.115,0.1,0.315,0.015,0.005,1.16,0.005,0.025,0.265,0.005,0.035,0.01,0.005,0.0,1.960002182673627
606,0.005,0.54,0.2,1.22,0.01,0.005,0.01,1.105,0.06,0.28,0.015,0.005,1.115,0.02,0.03,0.315,0.03,0.035,0.0,0.0,0.0,1.9514354692974543
607,0.0,0.515,0.22,1.205,0.01,0.01,0.01,1.025,0.08,0.315,0.025,0.02,1.155,0.02,0.04,0.3,0.025,0.025,0.0,0.0,0.0,1.9865563314328274
608,0.01,0.48,0.23,1.19,0.02,0.0,0.01,1.14,0.05,0.305,0.0,0.02,1.14,0.015,0.055,0.295,0.02,0.015,0.005,0.0,0.0,1.948537812602272
609,0.03,0.485,0.23,1.145,0.0,0.005,0.02,1.135,0.05,0.33,0.01,0.02,1.055,0.035,0.05,0.38,0.015,0.005,0.0,0.0,0.0,1.9910136882129368
610,0.045,0.385,0.265,1.15,0.005,0.015,0.01,1.175,0.02,0.33,0.01,0.04,1.185,0.015,0.025,0.305,0.02,0.0,0.0,0.0,0.0,1.9409728206327441
611,0.07,0.41,0.285,1.18,0.005,0.005,0.015,1.195,0.02,0.27,0.0,0.01,1.17,0.015,0.02,0.285,0.025,0.015,0.0,0.0,0.005,1.9278489297426062
612,0.055,0.39,0.34,1.135,0.005,0.01,0.01,1.235,0.025,0.255,0.005,0.015,1.16,0.015,0.015,0.295,0.015,0.02,0.0,0.0,0.0,1.9280568555533344
613,0.045,0.34,0.41,0.975,0.01,0.005,0.0,1.325,0.025,0.3,0.01,0.015,1.285,0.015,0.015,0.19,0.005,0.03,0.0,0.0,0.0,1.8913800904333964
614,0.035,0.415,0.34,0.965,0.01,0.01,0.0,1.22,0.01,0.29,0.005,0.015,1.325,0.005,0.02,0.265,0.02,0.035,0.01,0.005,0.0,1.9253230499503395
615,0.03,0.42,0.235,0.915,0.0,0.01,0.015,1.24,0.02,0.305,0.015,0.025,1.455,0.02,0.01,0.235,0.005,0.04,0.005,0.0,0.0,1.8953982257839967
616,0.025,0.42,0.13,0.905,0.005,0.005,0.015,1.21,0.025,0.355,0.0,0.025,1.48,0.03,0.015,0.3,0.01,0.04,0.005,0.0,0.0,1.8894422960900796
617,0.04,0.475,0.165,0.855,0.0,0.005,0.01,1.105,0.035,0.33,0.015,0.02,1.54,0.0,0.01,0.345,0.01,0.03,0.005,0.005,0.0,1.8999851470214604
618,0.02,0.46,0.14,0.82,0.0,0.005,0.0,1.14,0.02,0.35,0.015,0.015,1.56,0.02,0.015,0.38,0.025,0.01,0.0,0.005,0.0,1.8698761837874225
619,0.03,0.42,0.12,0.785,0.015,0.02,0.015,1.13,0.025,0.415,0.0,0.0,1.55,0.02,0.035,0.37,0.02,0.02,0.005,0.005,0.0,1.915628374182099
620,0.045,0.48,0.105,0.81,0.01,0.005,0.0,1.045,0.0,0.44,0.005,0.01,1.51,0.01,0.01,0.45,0.025,0.03,0.005,0.005,0.0,1.8972490021716804
621,0.035,0.5,0.075,0.745,0.005,0.025,0.01,0.995,0.03,0.415,0.01,0.015,1.545,0.005,0.015,0.47,0.04,0.06,0.0,0.005,0.0,1.9539881211127776
622,0.02,0.545,0.06,0.675,0.01,0.025,0.0,0.945,0.01,0.43,0.01,0.005,1.665,0.0,0.035,0.5,0.035,0.03,0.0,0.0,0.0,1.8802303148539934
623,0.01,0.5,0.11,0.63,0.01,0.02,0.015,0.885,0.045,0.475,0.015,0.01,1.645,0.0,0.005,0.56,0.035,0.03,0.0,0.0,0.0,1.9252494418644526
624,0.015,0.485,0.09,0.51,0.005,0.02,0.015,0.98,0.01,0.545,0.005,0.02,1.625,0.01,0.02,0.56,0.035,0.045,0.0,0.005,0.0,1.9267557582287094
625,0.0,0.43,0.08,0.475,0.005,0.025,0.02,1.035,0.035,0.55,0.005,0.02,1.63,0.01,0.02,0.61,0.03,0.015,0.0,0.005,0.0,1.9004201620388579
626,0.005,0.44,0.05,0.43,0.0,0.015,0.02,1.05,0.03,0.57,0.01,0.01,1.625,0.015,0.03,0.625,0.015,0.055,0.005,0.0,0.0,1.8954650765164693
627,0.01,0.44,0.075,0.485,0.005,0.015,0.015,0.99,0.035,0.595,0.005,0.025,1.61,0.03,0.03,0.565,0.03,0.035,0.0,0.005,0.0,1.9444693622509313
628,0.01,0.415,0.075,0.545,0.01,0.01,0.005,0.945,0.03,0.59,0.005,0.025,1.585,0.04,0.06,0.55,0.035,0.055,0.0,0.01,0.0,1.9819626072689434
629,0.015,0.49,0.085,0.725,0.005,0.015,0.005,0.775,0.045,0.53,0.0,0.035,1.565,0.015,0.02,0.59,0.03,0.05,0.005,0.0,0.0,1.9684741371208896
630,0.02,0.515,0.135,0.845,0.015,0.01,0.0,0.705,0.055,0.54,0.005,0.035,1.45,0.005,0.02,0.59,0.01,0.045,0.0,0.0,0.0,1.9868541238489335
631,0.015,0.525,0.11,0.92,0.0,0.025,0.015,0.695,0.035,0.565,0.01,0.035,1.49,0.015,0.0,0.5,0.02,0.025,0.0,0.0,0.0,1.9530446474298528
632,0.02,0.635,0.11,1.205,0.01,0.005,0.01,0.565,0.01,0.485,0.015,0.02,1.415,0.02,0.005,0.42,0.015,0.03,0.0,0.005,0.0,1.9167760065273933
633,0.025,0.87,0.1,1.54,0.025,0.005,0.01,0.375,0.02,0.33,0.005,0.035,1.135,0.02,0.005,0.455,0.02,0.02,0.0,0.005,0.0,1.8897308334348235
634,0.035,0.95,0.095,1.665,0.02,0.01,0.005,0.36,0.04,0.305,0.005,0.025,1.04,0.01,0.0,0.425,0.005,0.005,0.0,0.0,0.0,1.827626512735
635,0.035,0.965,0.13,1.615,0.02,0.005,0.015,0.345,0.025,0.32,0.005,0.015,1.02,0.01,0.01,0.415,0.03,0.015,0.0,0.005,0.0,1.880557352604792
636,0.03,1.065,0.11,1.535,0.005,0.01,0.005,0.36,0.045,0.335,0.015,0.015,0.915,0.0,0.015,0.485,0.03,0.02,0.005,0.0,0.0,1.8948424410193436
